Degree,Field,SubField,COLLEGE,DURATION,COLLEGE FEE,NIRF AND OTHER RANK(2022),MIN MARKS FOR ELIGIBILITY,QUALIFIED DEGREE,Deadline ,ENTRANCE NAME AND DURATION,EXAM DETAILS,TEST DATE,APPLICATION PROCESS,APPLICATION FEE,SELECTION PROCESS,INTAKE,LINK,Scholarships/Fellowships,Unnamed: 19
Bachelors,Mechanical Engineering,Robotics (specialization Of Mechanical Engineering At Iits and Mit),"MIT, USA","4-5 Years
","$28795 (MIT) (Bachelor's)
",,,,,", STEM Bacground
, IELTS/TOFEL (MIT, University of Cambridge )
 , ACT/SAT (MIT)
, LOR and Essays (MIT)
, Strong Profile/CV/Resume
, Interviews and Trasncipts of records
Bachelor's Degree",,,,,,,https://meche.mit.edu/featured-classes/introduction-robotics,"Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Excellence Scholarship & Opportunity Programme (ESOP)",
Bachelors,Mechanical Engineering,Robotics (specialization Of Mechanical Engineering At Iits and Mit),ETH Zurich (Masters),"4-5 Years
",CHF 730/Semester (ETH) (Masters),,,,,", IELTS/TOFEL (MIT, University of Cambridge )
 , ACT/SAT (MIT)
, LOR and Essays (MIT)
, Strong Profile/CV/Resume
, Interviews and Trasncipts of records
Bachelor's Degree",,,,,,,https://ethz.ch/en/studies/master/degree-programmes/engineering-sciences/robotics-systems-and-control.html,"Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Excellence Scholarship & Opportunity Programme (ESOP)",
Masters,IT-ITeS,Aritifical Intelligence,IIT Delhi,"4 Years
","
INR 100000 (MTech IIT Delhi)
	",,,,,GATE,,,,,,,,"Institute Merit-cumMeans Scholarship
Institute free studentship
Ram Shriram Scholarship
The CMInDS Fellowship
The Megan Kacholia Fellowship ",
Bachelors,IT-ITeS,Aritifical Intelligence,IIT Bombay,"4 Years
","INR 1,00,000  per sem",,,,,JEE,,,,,,,"
https://www.iitb.ac.in/newacadhome/msResearch.jsp
","Institute Merit-cumMeans Scholarship
Institute free studentship
Ram Shriram Scholarship
The CMInDS Fellowship
The Megan Kacholia Fellowship ",
Bachelors,IT-ITeS,Aritifical Intelligence,IIT Kharagpur,"4 Years
","	INR 1,48,700 (BTech IIT Kharagpur)",,,,,JEE,,,,,,,http://www.iitkgp.ac.in/department/AI,"Institute Merit-cumMeans Scholarship
Institute free studentship
Ram Shriram Scholarship
The CMInDS Fellowship
The Megan Kacholia Fellowship ",
Online Courses,IT-ITeS,Aritifical Intelligence,IIT Kanpur,"500hr
",,,,,,,,,,,,,https://ict.iitk.ac.in/ai-ml-specialization/,,
Bachelors,Environmental Science,Meteorologist,"Cochin University of Science and Technology,",2 years,"INR 45,600 - 3,00,000",,,,,"KEAM, TOEFL (Abroad), SAT/ACT",,,,,,,OVERVIEW,"National Oceanic And Atmospheric Administration, The American Meteorological Society, AMS Minority Scholarship for Meteorology",
Bachelors,Agriculture,Agricultural Engineer,"Kerala Agricultural University, Thrissur",4 years,"INR 50,000 to 15,00,000 per year",,,,,"For UG- JEE Mains, ICAR AIEEA, EAMCET, OUATET, BCECE, KCET",,,,,,,,Raman-Charpak Fellowship,
Diploma,Chemical and Petrochemicals,Petroleum Engineer,Lovely Professional University,3Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,1 Aker Solutions Masters Scholarship for Indian Students,
Bachelors,Chemical and Petrochemicals,Petroleum Engineer,Lovely Professional University,4 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,2 DAAD WISE Scholarship for Indian students studying Engineering,
Masters,Chemical and Petrochemicals,Petroleum Engineer,Lovely Professional University,2 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,3 Schlumberger Foundation Faculty for the Future Fellowship,
Diploma,Chemical and Petrochemicals,Petroleum Engineer,Presidency University,3Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,1 Aker Solutions Masters Scholarship for Indian Students,
Bachelors,Chemical and Petrochemicals,Petroleum Engineer,Presidency University,4 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,2 DAAD WISE Scholarship for Indian students studying Engineering,
Masters,Chemical and Petrochemicals,Petroleum Engineer,Presidency University,2 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,3 Schlumberger Foundation Faculty for the Future Fellowship,
Diploma,Chemical and Petrochemicals,Petroleum Engineer,Pandit Deendayal Petroleum University,3Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,1 Aker Solutions Masters Scholarship for Indian Students,
Bachelors,Chemical and Petrochemicals,Petroleum Engineer,Pandit Deendayal Petroleum University,4 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,2 DAAD WISE Scholarship for Indian students studying Engineering,
Masters,Chemical and Petrochemicals,Petroleum Engineer,Pandit Deendayal Petroleum University,2 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,3 Schlumberger Foundation Faculty for the Future Fellowship,
Diploma,Chemical and Petrochemicals,Petroleum Engineer,NIMS University,3Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,1 Aker Solutions Masters Scholarship for Indian Students,
Bachelors,Chemical and Petrochemicals,Petroleum Engineer,NIMS University,4 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,2 DAAD WISE Scholarship for Indian students studying Engineering,
Masters,Chemical and Petrochemicals,Petroleum Engineer,NIMS University,2 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,3 Schlumberger Foundation Faculty for the Future Fellowship,
Diploma,Chemical and Petrochemicals,Petroleum Engineer,MIT World Peace University,3Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,1 Aker Solutions Masters Scholarship for Indian Students,
Bachelors,Chemical and Petrochemicals,Petroleum Engineer,MIT World Peace University,4 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,2 DAAD WISE Scholarship for Indian students studying Engineering,
Masters,Chemical and Petrochemicals,Petroleum Engineer,MIT World Peace University,2 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,3 Schlumberger Foundation Faculty for the Future Fellowship,
Diploma,Chemical and Petrochemicals,Petroleum Engineer,Amity University,3Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,1 Aker Solutions Masters Scholarship for Indian Students,
Bachelors,Chemical and Petrochemicals,Petroleum Engineer,Amity University,4 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,2 DAAD WISE Scholarship for Indian students studying Engineering,
Masters,Chemical and Petrochemicals,Petroleum Engineer,Amity University,2 Years,"INR 25,000-4,00,000",,,,,JEE Advanced,,,,,,,https://www.careers360.com,3 Schlumberger Foundation Faculty for the Future Fellowship,
PhD,Mathematics,Mathematical Modelling,IIT Mandi,4yrs,,,,,,,,,,,,,,,
PhD,Mathematics,Mathematical Modelling,IIT Patna,4yrs,,,,,,,,,,,,,,,
Online Courses,Life Science,Systems Biology,IIT Madras,Computational Systems Biology,,,,,,,,,,,,,,,
Masters,Environmental Science,Meteorologist,"Cochin University of Science and Technology,",2 years,"iNR 45,600 - 3,00,000",,,,,"KEAM, TOEFL (Abroad), SAT/ACT",,,,,,,OVERVIEW,"National Oceanic And Atmospheric Administration, The American Meteorological Society, AMS Minority Scholarship for Meteorology",
Masters,Mechanical Engineering,Robotics (specialization Of Mechanical Engineering At Iits and Mit),IIT Madras,"2-3 Years
","
INR 2.12 lakh per year (IIT M) (MTech)
",,,,,", GATE",,,,,,,"https://ioe.iitm.ac.in/program/robotics/
","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Excellence Scholarship & Opportunity Programme (ESOP)",
Integrated BSc+MSc,Mechanical Engineering,Robotics (specialization Of Mechanical Engineering At Iits and Mit),IIT Madras,"5 Years
","INR 10.1 lakhs total (IIT M) (Integrated)
",,,,,JEE,,,,,,,"https://ioe.iitm.ac.in/program/robotics/
","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Excellence Scholarship & Opportunity Programme (ESOP)",
Masters,Mechanical Engineering,Robotics (specialization Of Mechanical Engineering At Iits and Mit),IIT Kanpur,"2-3 Years
","INR 20,000 - INR 77,000 (IIT K MTech)
",,,,,", GATE
, Entrance Test followed by interview",,,,,,,"https://ioe.iitm.ac.in/program/robotics/
https://www.me.iitb.ac.in/?q=individual-research-group/Robotics%20Laboratory
https://www.iitk.ac.in/robotics/
https://home.iitd.ac.in/show.php?id=286&in_sections=News
https://meche.mit.edu/featured-classes/introduction-robotics
https://ethz.ch/en/studies/master/degree-programmes/engineering-sciences/robotics-systems-and-control.html","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Excellence Scholarship & Opportunity Programme (ESOP)",
Masters,Mechanical Engineering,Robotics (specialization Of Mechanical Engineering At Iits and Mit),IIT Bombay,"2-3 Years
","INR 1.2 L total (IIT B) (MTech)
",,,,,"JEE
, GATE",,,,,,,"
https://www.me.iitb.ac.in/?q=individual-research-group/Robotics%20Laboratory
","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Excellence Scholarship & Opportunity Programme (ESOP)",
Masters,Mechanical Engineering,Robotics (specialization Of Mechanical Engineering At Iits and Mit),ETH Zurich (Masters),"2-3 Years
",CHF 730/Semester (ETH) (Masters),,,,,"JEE
, GATE
, Entrance Test followed by interview 
, JRF/SRF
, STEM Bacground
, IELTS/TOFEL (MIT, University of Cambridge )
 , ACT/SAT (MIT)
, LOR and Essays (MIT)
, Strong Profile/CV/Resume
, Interviews and Trasncipts of records
Bachelor's Degree",,,,,,,"https://ioe.iitm.ac.in/program/robotics/
https://www.me.iitb.ac.in/?q=individual-research-group/Robotics%20Laboratory
https://www.iitk.ac.in/robotics/
https://home.iitd.ac.in/show.php?id=286&in_sections=News
https://meche.mit.edu/featured-classes/introduction-robotics
https://ethz.ch/en/studies/master/degree-programmes/engineering-sciences/robotics-systems-and-control.html","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Excellence Scholarship & Opportunity Programme (ESOP)",
Masters,Aerospace Engineering,Areospace Engineering,IIT Madras,"
2-3 Years
","
INR 2.12 lakh per year (IIT M) (MTech)
",,,,,", GATE
, Entrance Test followed by interview",,,,,,,"
http://www.ae.iitm.ac.in/
","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Cambridge Commonwealth and Collwgw Awards
Oxford and Cambridge Society of India is a scholarship
SGPC Cambridge Scholarships",
Integrated BSc+MSc,Aerospace Engineering,Areospace Engineering,IIT Madras,"4-5 Years
","INR 10.1 lakhs total (IIT M) (Integrated)
",,,,,"JEE
, GATE
, Entrance Test followed by interview 
, JRF/SRF
, IELTS/TOFEL (MIT, University of Cambridge )
, ACT/SAT (MIT)
, LOR and Essays (MIT)
,  Strong Profile/CV/Resume
,  Interviews and Trasncipts of records",,,,,,,"https://www.aero.iitb.ac.in/home/
http://www.ae.iitm.ac.in/
https://www.iist.ac.in/departments/aerospace-profile
https://aeroastro.mit.edu/about-us/
https://www.undergraduate.study.cam.ac.uk/courses/engineering","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Cambridge Commonwealth and Collwgw Awards
Oxford and Cambridge Society of India is a scholarship
SGPC Cambridge Scholarships",
Masters,Aerospace Engineering,Areospace Engineering,IIT Bombay,"4-5 Years
2-3 Years
5 Years
3-5 Years","INR 1.20 lakh (IITB MTech)
",,,,,"GATE
, Entrance Test followed by interview",,,,,,,"https://www.aero.iitb.ac.in/home/
","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Cambridge Commonwealth and Collwgw Awards
Oxford and Cambridge Society of India is a scholarship
SGPC Cambridge Scholarships",
Masters,Aerospace Engineering,Areospace Engineering,IIST Thiruvananthapuram,"4-5 Years
2-3 Years
5 Years
3-5 Years","INR 40450 (IIST) (MTech)
",,,,,"GATE, Entrance Test followed by interview",,,,,,,"https://www.aero.iitb.ac.in/home/
http://www.ae.iitm.ac.in/
https://www.iist.ac.in/departments/aerospace-profile
https://aeroastro.mit.edu/about-us/
https://www.undergraduate.study.cam.ac.uk/courses/engineering","Institute Merit-cumMeans Scholarship
Institute free studentship
Girish Ready Scholarship
Indian Womens Association at Bonn Scholarship
National Science Foundation
IIST-ISRO Ph.D. Fellowship
Fulbright-Nehru Master’s Fellowships
MIT Scholarship
Financial Aid
Cambridge Commonwealth and Collwgw Awards
Oxford and Cambridge Society of India is a scholarship
SGPC Cambridge Scholarships",
Masters,Mechanical Engineering,Manufacturing Engineering,SSN College of Engineering,,,,,Candidates must have a B.E. / B.Tech degree or equivalent from a recognized university. ,,TANCET,,,,,,,https://tancet.annauniv.edu/tancet/mex22hall/forgot.php,,
Masters,Mechanical Engineering,Computer Integrated Manufacturing, PSG college of Technology/Management,,,,"For M.E./ M.Tech, the candidates should have passed B.E./B.Tech or equivalent degrees in the relevant branch with at least 50% marks",,,TANCET,,,,,,,https://tancet.annauniv.edu/tancet/mex22hall/forgot.php,,
Masters,Mechanical Engineering,Engineering Design, PSG college of Technology/Management,,,,"For M.E./ M.Tech, the candidates should have passed B.E./B.Tech or equivalent degrees in the relevant branch with at least 50% marks",,,TANCET,,,,,,,https://tancet.annauniv.edu/tancet/mex22hall/forgot.php,,
